,Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates,Street_ID
1157,24808,09/23/2010 09:30:00 AM,Thursday,Auto,Bicycle,,QUINCY ST,Cambridge St," QUINCY ST & Cambridge St Cambridge, MA",42.375474,-71.114321,"(42.375474, -71.114321)",362
1158,24809,09/23/2010 09:31:00 AM,Thursday,Auto,Bicycle,,JFK St,ELIOT ST," JFK St & ELIOT ST Cambridge, MA",42.371416,-71.121105,"(42.371416, -71.121105)",2060
1161,24812,09/23/2010 06:00:00 PM,Thursday,Auto,Bicycle,,PROSPECT ST,Hampshire St," PROSPECT ST & Hampshire St Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
1163,24817,09/24/2010 09:00:00 AM,Friday,Auto,Bicycle,,Hampshire St,Webster Ave," Hampshire St & Webster Ave Cambridge, MA",42.366778,-71.092369,"(42.366778, -71.092369)",973
1165,24820,09/24/2010 01:44:00 PM,Friday,Auto,Bicycle,,MOUNT AUBURN ST,Dewolfe St," MOUNT AUBURN ST & Dewolfe St Cambridge, MA",42.371077,-71.116118,"(42.371077, -71.116118)",2293
1166,24821,09/24/2010 02:41:00 PM,Friday,Auto,Bicycle,686,Cambridge St,,"686 Cambridge St Cambridge, MA",42.371962,-71.087955,"(42.371962, -71.087955)",2578
1193,24851,10/01/2010 06:59:00 AM,Friday,Auto,Bicycle,,Cambridge St,LINE ST," Cambridge St & LINE ST Cambridge, MA",42.374028,-71.103097,"(42.374028, -71.103097)",1002
1213,24899,10/03/2010 07:09:00 AM,Sunday,Auto,Bicycle,220,Alewife Brook Pky,,"220 Alewife Brook Pky Cambridge, MA",42.388585,-71.143236,"(42.388585, -71.143236)",1813
1217,24876,10/04/2010 10:50:00 AM,Monday,Auto,Bicycle,,Cambridge St,Warren St," Cambridge St & Warren St Cambridge, MA",42.372102,-71.088276,"(42.372102, -71.088276)",2578
1218,24878,10/04/2010 02:00:00 PM,Monday,Auto,Bicycle,,Beech St,ELM ST," Beech St & ELM ST Cambridge, MA",42.39151,-71.119059,"(42.39151, -71.119059)",59
1234,24893,10/06/2010 06:29:00 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,MELLEN ST," Massachusetts Ave & MELLEN ST Cambridge, MA",42.380832,-71.11987,"(42.380832, -71.11987)",1739
1262,24922,10/12/2010 02:29:00 PM,Tuesday,Auto,Bicycle,330,Broadway,Amory St,"330 Broadway Cambridge, MA",42.369561,-71.102171,"(42.369561, -71.102171)",1146
1268,24926,10/13/2010 10:19:00 AM,Wednesday,Auto,Bicycle,,Columbia St,LINCOLN ST," Columbia St & LINCOLN ST Cambridge, MA",42.371406,-71.095344,"(42.371406, -71.095344)",1213
1280,24940,10/17/2010 11:10:00 PM,Sunday,Auto,Bicycle,,PROSPECT ST,Hampshire St," PROSPECT ST & Hampshire St Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
1283,24943,10/18/2010 08:29:00 AM,Monday,Auto,Bicycle,,Massachusetts Ave,Landsdowne St," Massachusetts Ave & Landsdowne St Cambridge, MA",42.361746,-71.097556,"(42.361746, -71.097556)",2602
1299,24962,10/20/2010 05:55:00 PM,Wednesday,Auto,Bicycle,,Cambridge St,Columbia St," Cambridge St & Columbia St Cambridge, MA",42.372912,-71.094512,"(42.372912, -71.094512)",1871
1301,24963,10/21/2010 11:46:00 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Amherst St," Massachusetts Ave & Amherst St Cambridge, MA",42.358188,-71.093089,"(42.358188, -71.093089)",454
1317,24981,10/25/2010 10:11:00 AM,Monday,Auto,Bicycle,,Broadway,Antrim St," Broadway & Antrim St Cambridge, MA",42.370399,-71.103764,"(42.370399, -71.103764)",1114
1322,24991,10/25/2010 12:34:00 PM,Monday,Auto,Bicycle,,Putnam Ave,Massachusetts Ave," Putnam Ave & Massachusetts Ave Cambridge, MA",42.370356,-71.113274,"(42.370356, -71.113274)",497
1334,24999,10/27/2010 09:40:00 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,GARFIELD ST," Massachusetts Ave & GARFIELD ST Cambridge, MA",42.383788,-71.119514,"(42.383788, -71.119514)",250
1336,25001,10/27/2010 06:20:00 PM,Wednesday,Auto,Bicycle,,Columbia St,Bishop Allen Dr," Columbia St & Bishop Allen Dr Cambridge, MA",42.364154,-71.099474,"(42.364154, -71.099474)",2455
1347,25011,10/30/2010 11:03:00 AM,Tuesday,Taxi,Bicycle,575,Massachusetts Ave,,"575 Massachusetts Ave Cambridge, MA",42.364881,-71.102534,"(42.364881, -71.102534)",2507
1355,25018,11/01/2010 07:54:00 AM,Monday,Auto,Bicycle,,HARVARD ST,LEE ST," HARVARD ST & LEE ST Cambridge, MA",42.369762,-71.105848,"(42.369762, -71.105848)",366
1359,25022,11/01/2010 10:25:00 PM,Monday,Auto,Bicycle,199,Hampshire St,,"199 Hampshire St Cambridge, MA",42.373046,-71.100106,"(42.373046, -71.100106)",1189
1360,25023,11/02/2010 04:28:00 PM,Tuesday,Auto,Bicycle,,Western Ave,PLEASANT ST," Western Ave & PLEASANT ST Cambridge, MA",42.365079,-71.10695,"(42.365079, -71.10695)",826
1361,25024,11/02/2010 06:43:00 PM,Tuesday,Auto,Bicycle,878,Cambridge St,,"878 Cambridge St Cambridge, MA",42.372861,-71.09455,"(42.372861, -71.09455)",1236
1384,25045,11/08/2010 04:57:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,SOMERVILLE AVE," Massachusetts Ave & SOMERVILLE AVE Cambridge, MA",42.388965,-71.119695,"(42.388965, -71.119695)",647
1392,25056,11/10/2010 08:04:00 AM,Wednesday,Auto,Bicycle,,Hampshire St,Amory St," Hampshire St & Amory St Cambridge, MA",42.372845,-71.099759,"(42.372845, -71.099759)",2147
1394,25058,11/10/2010 04:28:00 PM,Wednesday,Auto,Bicycle,,Cambridge St,Second St," Cambridge St & Second St Cambridge, MA",42.370859,-71.078595,"(42.370859, -71.078595)",437
1421,25129,11/18/2010 06:00:00 PM,Thursday,Bicycle,Parked Vehicle,1783,Massachusetts Ave,,"1783 Massachusetts Ave Cambridge, MA",42.385988,-71.119062,"(42.385988, -71.119062)",318
1425,25087,11/19/2010 09:21:00 PM,Friday,Auto,Bicycle,,Hampshire St,Cambridge St," Hampshire St & Cambridge St Cambridge, MA",42.373729,-71.100837,"(42.373729, -71.100837)",2533
1427,25093,11/19/2010 08:29:00 AM,Friday,Auto,Bicycle,,Putnam Ave,Allston St," Putnam Ave & Allston St Cambridge, MA",42.361702,-71.113463,"(42.361702, -71.113463)",2290
1431,25109,11/20/2010 08:30:00 AM,Saturday,Van,Bicycle,,Franklin St,Brookline Pl," Franklin St & Brookline Pl Cambridge, MA",42.362426,-71.101698,"(42.362426, -71.101698)",413
1432,25090,11/21/2010 11:25:00 AM,Sunday,Auto,Bicycle,,Columbia St,Hampshire St," Columbia St & Hampshire St Cambridge, MA",42.369917,-71.096192,"(42.369917, -71.096192)",1710
1433,25091,11/21/2010 07:19:00 PM,Sunday,Auto,Bicycle,1153,Cambridge St,,"1153 Cambridge St Cambridge, MA",42.37326,-71.096492,"(42.37326, -71.096492)",2567
1439,25098,11/22/2010 08:15:00 AM,Monday,Auto,Bicycle,48-5,Hampshire St,Webster Ave,"48-5 Hampshire St Cambridge, MA",42.366763,-71.092449,"(42.366763, -71.092449)",942
1450,25114,11/24/2010 12:49:00 PM,Wednesday,Auto,Bicycle,267,PEARL ST,Putnam Ave,"267 PEARL ST Cambridge, MA",42.358169,-71.109829,"(42.358169, -71.109829)",600
1451,25115,11/24/2010 12:56:00 PM,Wednesday,Taxi,Bicycle,,JFK St,ELIOT ST," JFK St & ELIOT ST Cambridge, MA",42.371416,-71.121105,"(42.371416, -71.121105)",2060
1464,25125,11/29/2010 06:27:00 PM,Monday,Auto,Bicycle,,Broadway,PROSPECT ST," Broadway & PROSPECT ST Cambridge, MA",42.369317,-71.101021,"(42.369317, -71.101021)",174
1469,25132,11/30/2010 08:29:00 AM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,Putnam Ave," MOUNT AUBURN ST & Putnam Ave Cambridge, MA",42.370091,-71.113336,"(42.370091, -71.113336)",1263
1496,25157,12/04/2010 06:00:00 PM,Saturday,Pedestrian,Bicycle,,Massachusetts Ave,Temple St," Massachusetts Ave & Temple St Cambridge, MA",42.365973,-71.104675,"(42.365973, -71.104675)",1112
1499,25160,12/05/2010 01:31:00 PM,Sunday,Auto,Bicycle,1672,Massachusetts Ave,HUDSON ST,"1672 Massachusetts Ave Cambridge, MA",42.382134,-71.119877,"(42.382134, -71.119877)",835
1502,25162,12/06/2010 05:19:00 PM,Monday,Auto,Bicycle,,Broadway,Windsor St," Broadway & Windsor St Cambridge, MA",42.367107,-71.095416,"(42.367107, -71.095416)",1053
1504,25164,12/07/2010 09:00:00 AM,Tuesday,Auto,Bicycle,,Concord Ave,MOULTON ST," Concord Ave & MOULTON ST Cambridge, MA",42.389615,-71.148119,"(42.389615, -71.148119)",382
1505,25165,12/07/2010 02:00:00 PM,Tuesday,Auto,Bicycle,,Broadway,Inman St," Broadway & Inman St Cambridge, MA",42.370072,-71.102933,"(42.370072, -71.102933)",1406
1512,25170,12/08/2010 01:35:00 PM,Wednesday,Auto,Bicycle,,Albany St,Massachusetts Ave," Albany St & Massachusetts Ave Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)",450
1532,25189,12/13/2010 09:00:00 AM,Monday,Auto,Bicycle,874,Massachusetts Ave,LEE ST,"874 Massachusetts Ave Cambridge, MA",42.367715,-71.107618,"(42.367715, -71.107618)",1715
1542,25199,12/14/2010 05:51:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Bigelow St," Massachusetts Ave & Bigelow St Cambridge, MA",42.366995,-71.106343,"(42.366995, -71.106343)",2367
1557,25215,12/17/2010 09:00:00 AM,Friday,Auto,Bicycle,,GRANITE ST,ROCKINGHAM ST," GRANITE ST & ROCKINGHAM ST Cambridge, MA",42.355591,-71.111313,"(42.355591, -71.111313)",1064
1621,25274,01/02/2011 04:50:00 PM,Sunday,Auto,Bicycle,,MEMORIAL DR,PLEASANT ST," MEMORIAL DR & PLEASANT ST Cambridge, MA",42.35884,-71.115589,"(42.35884, -71.115589)",1478
1631,25294,01/05/2011 06:14:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,FOREST ST," Massachusetts Ave & FOREST ST Cambridge, MA",42.38538,-71.119336,"(42.38538, -71.119336)",420
1655,25317,01/10/2011 05:42:00 PM,Monday,Bicycle,,28,FERNALD DR,,"28 FERNALD DR Cambridge, MA",42.382975,-71.126268,"(42.382975, -71.126268)",2374
1657,25333,01/10/2011 09:00:00 AM,Monday,Auto,Bicycle,,River St,HOWARD ST," River St & HOWARD ST Cambridge, MA",42.363279,-71.110521,"(42.363279, -71.110521)",1875
1674,25334,01/14/2011 08:29:00 AM,Friday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"(42.37048, -71.096879)",4
1688,25347,01/17/2011 03:39:00 PM,Monday,Auto,Bicycle,41,LINNAEAN ST,,"41 LINNAEAN ST Cambridge, MA",42.383558,-71.124268,"(42.383558, -71.124268)",76
1717,25379,01/20/2011 08:35:00 PM,Thursday,Auto,Bicycle,,Broadway,Portland St," Broadway & Portland St Cambridge, MA",42.365792,-71.09207,"(42.365792, -71.09207)",2064
1731,25391,01/23/2011 05:03:00 PM,Sunday,Auto,Bicycle,,Bennett St,ELIOT ST," Bennett St & ELIOT ST Cambridge, MA",42.372321,-71.121864,"(42.372321, -71.121864)",911
1907,25564,02/11/2011 09:56:00 AM,Friday,Auto,Bicycle,,Broadway,Ames St," Broadway & Ames St Cambridge, MA",42.363981,-71.087416,"(42.363981, -71.087416)",1310
1927,25593,02/14/2011 06:30:00 PM,Monday,Bicycle,Auto,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389,-71.096953,"(42.361389, -71.096953)",12
1962,25620,02/22/2011 05:00:00 PM,Tuesday,Auto,Bicycle,1,Hampshire St,,"1 Hampshire St Cambridge, MA",42.365232,-71.090065,"(42.365232, -71.090065)",242
1964,25625,02/22/2011 07:30:00 PM,Tuesday,Auto,Bicycle,,Broadway,LEE ST," Broadway & LEE ST Cambridge, MA",42.370823,-71.104839,"(42.370823, -71.104839)",345
1997,25659,02/28/2011 05:12:00 PM,Monday,Auto,Bicycle,872,Massachusetts Ave,LEE ST,"872 Massachusetts Ave Cambridge, MA",42.367621,-71.107586,"(42.367621, -71.107586)",1715
2001,25663,03/01/2011 09:45:00 AM,Monday,Auto,Bicycle,2469,Massachusetts Ave,,"2469 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)",1137
2002,25664,03/01/2011 11:04:00 AM,Monday,Auto,Bicycle,50,Vassar St,,"50 Vassar St Cambridge, MA",42.361229,-71.09214,"(42.361229, -71.09214)",459
2029,25824,03/07/2011 06:04:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Rindge Ave," Massachusetts Ave & Rindge Ave Cambridge, MA",42.392615,-71.124874,"(42.392615, -71.124874)",780
2075,25745,03/19/2011 03:30:00 PM,Saturday,Auto,Bicycle,1559,Massachusetts Ave,,"1559 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)",1137
2084,25751,03/22/2011 12:30:00 PM,Tuesday,Auto,Bicycle,,Concord Ave,Walden St," Concord Ave & Walden St Cambridge, MA",42.383833,-71.134089,"(42.383833, -71.134089)",1407
2095,25765,03/25/2011 01:19:00 AM,Friday,Auto,Bicycle,,Massachusetts Ave,Norfolk St," Massachusetts Ave & Norfolk St Cambridge, MA",42.364424,-71.102083,"(42.364424, -71.102083)",438
2096,25766,03/25/2011 09:00:00 AM,Friday,Auto,Bicycle,,ELIOT ST,Bennett St," ELIOT ST & Bennett St Cambridge, MA",42.372316,-71.121861,"(42.372316, -71.121861)",911
2104,25796,03/26/2011 12:59:00 PM,Saturday,Auto,Bicycle,,JFK St,ELIOT ST," JFK St & ELIOT ST Cambridge, MA",42.371416,-71.121105,"(42.371416, -71.121105)",2060
2137,25808,04/03/2011 03:10:00 PM,Sunday,Auto,Bicycle,,MOUNT AUBURN ST,Athens St," MOUNT AUBURN ST & Athens St Cambridge, MA",42.370745,-71.115182,"(42.370745, -71.115182)",1276
2138,25809,04/04/2011 06:59:00 AM,Monday,Auto,Bicycle,,Cambridge St,ROBERTS RD," Cambridge St & ROBERTS RD Cambridge, MA",42.37476,-71.108824,"(42.37476, -71.108824)",27
2140,25813,04/04/2011 07:11:00 PM,Monday,Auto,Bicycle,,Cambridge St,Tremont St," Cambridge St & Tremont St Cambridge, MA",42.37325,-71.09713,"(42.37325, -71.09713)",1991
2146,25821,04/07/2011 11:29:00 AM,Thursday,Auto,Bicycle,743,Massachusetts Ave,,"743 Massachusetts Ave Cambridge, MA",42.366462,-71.105186,"(42.366462, -71.105186)",1884
2161,25835,04/11/2011 06:24:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,HANCOCK ST," Massachusetts Ave & HANCOCK ST Cambridge, MA",42.36838,-71.108783,"(42.36838, -71.108783)",1047
2195,25873,04/19/2011 05:49:00 PM,,Auto,Bicycle,,Putnam Ave,PLEASANT ST," Putnam Ave & PLEASANT ST Cambridge, MA",42.360131,-71.112777,"(42.360131, -71.112777)",1977
2200,25879,04/21/2011 08:15:00 AM,,Auto,Bicycle,,Broadway,Ames St," Broadway & Ames St Cambridge, MA",42.363981,-71.087416,"(42.363981, -71.087416)",1310
2217,25906,04/26/2011 09:00:00 AM,Tuesday,Auto,Bicycle,,PROSPECT ST,HARVARD ST," PROSPECT ST & HARVARD ST Cambridge, MA",42.368301,-71.101743,"(42.368301, -71.101743)",1096
2225,25900,04/29/2011 08:22:00 AM,Tuesday,Auto,Bicycle,625,MOUNT AUBURN ST,,"625 MOUNT AUBURN ST Cambridge, MA",42.375376,-71.147145,"(42.375376, -71.147145)",2234
2228,25902,04/30/2011 11:49:00 PM,Wednesday,Auto,Bicycle,204,Hampshire St,,"204 Hampshire St Cambridge, MA",42.373126,-71.100274,"(42.373126, -71.100274)",1189
2234,25908,05/02/2011 05:19:00 PM,Monday,Auto,Bicycle,,Broadway,Columbia St," Broadway & Columbia St Cambridge, MA",42.367871,-71.09736,"(42.367871, -71.09736)",1700
2244,25919,05/05/2011 11:29:00 AM,Thursday,Auto,Bicycle,,Broadway,ELLERY ST," Broadway & ELLERY ST Cambridge, MA",42.372752,-71.109728,"(42.372752, -71.109728)",851
2253,25926,05/07/2011 03:59:00 PM,,Auto,Bicycle,,Massachusetts Ave,Waterhouse St," Massachusetts Ave & Waterhouse St Cambridge, MA",42.37787,-71.120647,"(42.37787, -71.120647)",1467
2262,25933,05/10/2011 04:28:00 PM,Tuesday,Auto,Bicycle,137,MOUNT AUBURN ST,,"137 MOUNT AUBURN ST Cambridge, MA",42.374003,-71.124392,"(42.374003, -71.124392)",1176
2263,25934,05/10/2011 06:47:00 PM,Tuesday,Auto,Bicycle,,Broadway,Inman St," Broadway & Inman St Cambridge, MA",42.370072,-71.102933,"(42.370072, -71.102933)",1406
2277,25953,05/13/2011 08:41:00 AM,Friday,Auto,Bicycle,,Massachusetts Ave,HANCOCK ST," Massachusetts Ave & HANCOCK ST Cambridge, MA",42.36838,-71.108783,"(42.36838, -71.108783)",1047
2286,25962,05/14/2011 09:45:00 PM,Saturday,Auto,Bicycle,,Bishop Allen Dr,ESSEX ST," Bishop Allen Dr & ESSEX ST Cambridge, MA",42.365853,-71.102331,"(42.365853, -71.102331)",1365
2305,25984,05/20/2011 03:33:00 PM,Friday,Auto,Bicycle,42,Vassar St,,"42 Vassar St Cambridge, MA",42.361316,-71.092383,"(42.361316, -71.092383)",459
2307,25980,05/21/2011 04:44:00 PM,Saturday,Auto,Bicycle,,MOUNT AUBURN ST,HAWTHORNE ST," MOUNT AUBURN ST & HAWTHORNE ST Cambridge, MA",42.386721,-71.14101,"(42.386721, -71.14101)",2461
2310,25991,05/21/2011 03:59:00 PM,Monday,Auto,Bicycle,,MOUNT AUBURN ST,Coolidge Ave," MOUNT AUBURN ST & Coolidge Ave Cambridge, MA",42.37494,-71.139721,"(42.37494, -71.139721)",514
2326,25998,05/26/2011 10:09:00 AM,Thursday,Auto,Bicycle,,ELIOT ST,JFK St," ELIOT ST & JFK St Cambridge, MA",42.371416,-71.121105,"(42.371416, -71.121105)",2060
2342,26011,05/28/2011 11:03:00 AM,Saturday,Auto,Bicycle,221,Hampshire St,,"221 Hampshire St Cambridge, MA",42.373441,-71.100317,"(42.373441, -71.100317)",1189
2347,26020,05/30/2011 05:06:00 PM,Monday,Auto,Bicycle,359,Rindge Ave,,"359 Rindge Ave Cambridge, MA",42.394532,-71.13713,"(42.394532, -71.13713)",1966
2349,26017,05/31/2011 05:07:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,Village St," Massachusetts Ave & Village St Cambridge, MA",42.361986,-71.097962,"(42.361986, -71.097962)",2020
2350,26021,05/31/2011 07:40:00 AM,Tuesday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
2352,26023,05/31/2011 06:59:00 PM,Tuesday,Auto,Bicycle,250,Brattle St,,"250 Brattle St Cambridge, MA",42.375533,-71.14336,"(42.375533, -71.14336)",2372
2365,26033,06/03/2011 05:29:00 PM,Friday,Auto,Bicycle,,Vassar St,MAIN ST," Vassar St & MAIN ST Cambridge, MA",42.362709,-71.089933,"(42.362709, -71.089933)",1129
2370,26042,06/04/2011 10:30:00 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,Rindge Ave," Massachusetts Ave & Rindge Ave Cambridge, MA",42.392615,-71.124874,"(42.392615, -71.124874)",780
2372,26044,06/04/2011 12:10:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,Hadley St," Massachusetts Ave & Hadley St Cambridge, MA",42.391158,-71.122802,"(42.391158, -71.122802)",1793
2383,26053,06/07/2011 08:35:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Cardinal Medeiros Ave," Cambridge St & Cardinal Medeiros Ave Cambridge, MA",42.372123,-71.088456,"(42.372123, -71.088456)",2562
2384,26054,06/07/2011 09:30:00 AM,Tuesday,Truck,Bicycle,,PROSPECT ST,GARDNER RD," PROSPECT ST & GARDNER RD Cambridge, MA",42.370894,-71.099902,"(42.370894, -71.099902)",2027
2386,26087,06/13/2011 07:50:00 AM,Monday,Taxi,Bicycle,359,Broadway,,"359 Broadway Cambridge, MA",42.370608,-71.103869,"(42.370608, -71.103869)",1080
2387,26058,06/07/2011 05:25:00 PM,Tuesday,Auto,Bicycle,,Bishop Allen Dr,Columbia St," Bishop Allen Dr & Columbia St Cambridge, MA",42.364154,-71.099474,"(42.364154, -71.099474)",2455
2388,26059,06/07/2011 05:29:00 PM,Sunday,Auto,Bicycle,,Brattle St,FRESH POND PKY," Brattle St & FRESH POND PKY Cambridge, MA",42.376154,-71.140758,"(42.376154, -71.140758)",628
2390,26062,06/07/2011 05:29:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Blake St," Massachusetts Ave & Blake St Cambridge, MA",42.390918,-71.122259,"(42.390918, -71.122259)",825
2391,26060,06/08/2011 07:54:00 AM,Wednesday,Auto,Bicycle,,Broadway,FAYETTE ST," Broadway & FAYETTE ST Cambridge, MA",42.370786,-71.104741,"(42.370786, -71.104741)",2156
2394,26068,06/08/2011 02:46:00 PM,Wednesday,Auto,Bicycle,93,Rindge Ave,,"93 Rindge Ave Cambridge, MA",42.392954,-71.128563,"(42.392954, -71.128563)",2193
2425,26095,06/14/2011 12:49:00 PM,Tuesday,Auto,Bicycle,,Columbia St,Cambridge St," Columbia St & Cambridge St Cambridge, MA",42.372912,-71.094512,"(42.372912, -71.094512)",1871
2427,26097,06/15/2011 04:12:00 PM,Wednesday,Bicycle,Parked Vehicle,,Broadway,Antrim St," Broadway & Antrim St Cambridge, MA",42.370399,-71.103764,"(42.370399, -71.103764)",1114
2436,26106,06/17/2011 12:00:00 AM,Friday,Auto,Bicycle,1692,Massachusetts Ave,,"1692 Massachusetts Ave Cambridge, MA",42.382829,-71.119857,"(42.382829, -71.119857)",1426
2437,26107,06/17/2011 09:11:00 AM,Friday,Auto,Bicycle,,MAIN ST,Windsor St," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,"(42.363207, -71.0967)",2448
2454,26121,06/21/2011 07:18:00 PM,Tuesday,Auto,Bicycle,1957,Massachusetts Ave,Allen St,"1957 Massachusetts Ave Cambridge, MA",42.389902,-71.120264,"(42.389902, -71.120264)",1778
2458,26126,06/22/2011 06:58:00 PM,Wednesday,Bicycle,Auto,,PROSPECT ST,Broadway," PROSPECT ST & Broadway Cambridge, MA",42.369317,-71.101021,"(42.369317, -71.101021)",174
2461,26129,06/23/2011 08:00:00 AM,Thursday,Auto,Bicycle,,Windsor St,Massachusetts Ave," Windsor St & Massachusetts Ave Cambridge, MA",42.361389,-71.096953,"(42.361389, -71.096953)",12
2471,26141,06/25/2011 07:30:00 AM,Saturday,Auto,Bicycle,,Brattle St,PALMER ST," Brattle St & PALMER ST Cambridge, MA",42.373371,-71.119913,"(42.373371, -71.119913)",236
2485,26153,06/27/2011 11:52:00 AM,Monday,Truck,Bicycle,,Massachusetts Ave,ESSEX ST," Massachusetts Ave & ESSEX ST Cambridge, MA",42.36508,-71.10318,"(42.36508, -71.10318)",701
2489,26157,06/27/2011 12:00:00 PM,Monday,Truck,Bicycle,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564,-71.122185,"(42.376564, -71.122185)",553
2498,26168,07/01/2011 04:40:00 PM,,Auto,Bicycle,,ELLERY ST,Broadway," ELLERY ST & Broadway Cambridge, MA",42.372752,-71.109728,"(42.372752, -71.109728)",851
2503,26165,07/02/2011 03:59:00 PM,,Auto,Bicycle,,MAIN ST,Windsor St," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,"(42.363207, -71.0967)",2448
2524,26191,07/11/2011 11:19:00 AM,,Auto,Bicycle,468,Broadway,,"468 Broadway Cambridge, MA",42.373951,-71.113066,"(42.373951, -71.113066)",2149
2528,26195,07/11/2011 08:35:00 AM,,Auto,Bicycle,,HURON AVE,PARK AVE," HURON AVE & PARK AVE Cambridge, MA",42.378904,-71.14834,"(42.378904, -71.14834)",262
2530,26197,07/12/2011 08:00:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Ellsworth Ave," Cambridge St & Ellsworth Ave Cambridge, MA",42.374407,-71.106082,"(42.374407, -71.106082)",1014
2531,26198,07/12/2011 08:23:00 AM,Tuesday,Auto,Bicycle,358,Broadway,,"358 Broadway Cambridge, MA",42.370367,-71.104168,"(42.370367, -71.104168)",1080
2534,26201,07/13/2011 07:30:00 PM,Wednesday,Bicycle,Parked Vehicle,2143,Massachusetts Ave,,"2143 Massachusetts Ave Cambridge, MA",42.392356,-71.124267,"(42.392356, -71.124267)",1873
2542,26209,07/14/2011 05:36:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,FOREST ST," Massachusetts Ave & FOREST ST Cambridge, MA",42.38538,-71.119336,"(42.38538, -71.119336)",420
2559,26234,07/18/2011 08:52:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)",459
2562,26238,07/19/2011 06:21:00 PM,Tuesday,Auto,Bicycle,629,Massachusetts Ave,,"629 Massachusetts Ave Cambridge, MA",42.365287,-71.103394,"(42.365287, -71.103394)",2548
2567,26242,07/21/2011 12:00:00 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Rindge Ave," Massachusetts Ave & Rindge Ave Cambridge, MA",42.392615,-71.124874,"(42.392615, -71.124874)",780
2573,26251,07/22/2011 11:01:00 AM,Friday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
2579,26255,07/23/2011 02:49:00 PM,Saturday,Auto,Bicycle,,GARDEN ST,Walden St," GARDEN ST & Walden St Cambridge, MA",42.385523,-71.132217,"(42.385523, -71.132217)",1323
2588,26264,07/26/2011 11:29:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Hadley St," Massachusetts Ave & Hadley St Cambridge, MA",42.391158,-71.122802,"(42.391158, -71.122802)",1793
2598,26273,07/28/2011 08:19:00 AM,Thursday,Auto,Bicycle,,Broadway,Hampshire St," Broadway & Hampshire St Cambridge, MA",42.365435,-71.091112,"(42.365435, -71.091112)",249
2604,26300,07/29/2011 09:31:00 PM,Friday,Auto,Bicycle,524,Franklin St,,"524 Franklin St Cambridge, MA",42.367759,-71.111376,"(42.367759, -71.111376)",2467
2609,26286,07/30/2011 02:00:00 AM,Saturday,Taxi,Bicycle,,Massachusetts Ave,Bow St," Massachusetts Ave & Bow St Cambridge, MA",42.372211,-71.115587,"(42.372211, -71.115587)",1637
2610,26287,07/30/2011 06:59:00 PM,Saturday,Auto,Bicycle,,Landsdowne St,Massachusetts Ave," Landsdowne St & Massachusetts Ave Cambridge, MA",42.361746,-71.097556,"(42.361746, -71.097556)",2602
2611,26288,07/30/2011 09:00:00 PM,Saturday,Auto,Bicycle,524,Franklin St,,"524 Franklin St Cambridge, MA",42.367759,-71.111376,"(42.367759, -71.111376)",2467
